image1,image2,label
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_07.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_08.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_08.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_09.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_09.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_10.png,1295
./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_10.png,./datasets/raw_data\Old_Church_Slavonic_(Cyrillic)\character45\1433_11.png,1295
./datasets/raw_data\Oriya\character01\1434_01.png,./datasets/raw_data\Oriya\character01\1434_02.png,1296
./datasets/raw_data\Oriya\character01\1434_02.png,./datasets/raw_data\Oriya\character01\1434_03.png,1296
./datasets/raw_data\Oriya\character01\1434_03.png,./datasets/raw_data\Oriya\character01\1434_04.png,1296
./datasets/raw_data\Oriya\character01\1434_04.png,./datasets/raw_data\Oriya\character01\1434_05.png,1296
./datasets/raw_data\Oriya\character01\1434_05.png,./datasets/raw_data\Oriya\character01\1434_06.png,1296
./datasets/raw_data\Oriya\character01\1434_06.png,./datasets/raw_data\Oriya\character01\1434_07.png,1296
./datasets/raw_data\Oriya\character01\1434_07.png,./datasets/raw_data\Oriya\character01\1434_08.png,1296
./datasets/raw_data\Oriya\character01\1434_08.png,./datasets/raw_data\Oriya\character01\1434_09.png,1296
./datasets/raw_data\Oriya\character01\1434_09.png,./datasets/raw_data\Oriya\character01\1434_10.png,1296
./datasets/raw_data\Oriya\character01\1434_10.png,./datasets/raw_data\Oriya\character01\1434_11.png,1296
./datasets/raw_data\Oriya\character02\1435_01.png,./datasets/raw_data\Oriya\character02\1435_02.png,1297
./datasets/raw_data\Oriya\character02\1435_02.png,./datasets/raw_data\Oriya\character02\1435_03.png,1297
./datasets/raw_data\Oriya\character02\1435_03.png,./datasets/raw_data\Oriya\character02\1435_04.png,1297
./datasets/raw_data\Oriya\character02\1435_04.png,./datasets/raw_data\Oriya\character02\1435_05.png,1297
./datasets/raw_data\Oriya\character02\1435_05.png,./datasets/raw_data\Oriya\character02\1435_06.png,1297
./datasets/raw_data\Oriya\character02\1435_06.png,./datasets/raw_data\Oriya\character02\1435_07.png,1297
./datasets/raw_data\Oriya\character02\1435_07.png,./datasets/raw_data\Oriya\character02\1435_08.png,1297
./datasets/raw_data\Oriya\character02\1435_08.png,./datasets/raw_data\Oriya\character02\1435_09.png,1297
./datasets/raw_data\Oriya\character02\1435_09.png,./datasets/raw_data\Oriya\character02\1435_10.png,1297
./datasets/raw_data\Oriya\character02\1435_10.png,./datasets/raw_data\Oriya\character02\1435_11.png,1297
./datasets/raw_data\Oriya\character03\1436_01.png,./datasets/raw_data\Oriya\character03\1436_02.png,1298
./datasets/raw_data\Oriya\character03\1436_02.png,./datasets/raw_data\Oriya\character03\1436_03.png,1298
./datasets/raw_data\Oriya\character03\1436_03.png,./datasets/raw_data\Oriya\character03\1436_04.png,1298
./datasets/raw_data\Oriya\character03\1436_04.png,./datasets/raw_data\Oriya\character03\1436_05.png,1298
./datasets/raw_data\Oriya\character03\1436_05.png,./datasets/raw_data\Oriya\character03\1436_06.png,1298
./datasets/raw_data\Oriya\character03\1436_06.png,./datasets/raw_data\Oriya\character03\1436_07.png,1298
./datasets/raw_data\Oriya\character03\1436_07.png,./datasets/raw_data\Oriya\character03\1436_08.png,1298
./datasets/raw_data\Oriya\character03\1436_08.png,./datasets/raw_data\Oriya\character03\1436_09.png,1298
./datasets/raw_data\Oriya\character03\1436_09.png,./datasets/raw_data\Oriya\character03\1436_10.png,1298
./datasets/raw_data\Oriya\character03\1436_10.png,./datasets/raw_data\Oriya\character03\1436_11.png,1298
./datasets/raw_data\Oriya\character04\1437_01.png,./datasets/raw_data\Oriya\character04\1437_02.png,1299
./datasets/raw_data\Oriya\character04\1437_02.png,./datasets/raw_data\Oriya\character04\1437_03.png,1299
./datasets/raw_data\Oriya\character04\1437_03.png,./datasets/raw_data\Oriya\character04\1437_04.png,1299
./datasets/raw_data\Oriya\character04\1437_04.png,./datasets/raw_data\Oriya\character04\1437_05.png,1299
./datasets/raw_data\Oriya\character04\1437_05.png,./datasets/raw_data\Oriya\character04\1437_06.png,1299
./datasets/raw_data\Oriya\character04\1437_06.png,./datasets/raw_data\Oriya\character04\1437_07.png,1299
./datasets/raw_data\Oriya\character04\1437_07.png,./datasets/raw_data\Oriya\character04\1437_08.png,1299
./datasets/raw_data\Oriya\character04\1437_08.png,./datasets/raw_data\Oriya\character04\1437_09.png,1299
./datasets/raw_data\Oriya\character04\1437_09.png,./datasets/raw_data\Oriya\character04\1437_10.png,1299
./datasets/raw_data\Oriya\character04\1437_10.png,./datasets/raw_data\Oriya\character04\1437_11.png,1299
./datasets/raw_data\Oriya\character05\1438_01.png,./datasets/raw_data\Oriya\character05\1438_02.png,1300
./datasets/raw_data\Oriya\character05\1438_02.png,./datasets/raw_data\Oriya\character05\1438_03.png,1300
./datasets/raw_data\Oriya\character05\1438_03.png,./datasets/raw_data\Oriya\character05\1438_04.png,1300
./datasets/raw_data\Oriya\character05\1438_04.png,./datasets/raw_data\Oriya\character05\1438_05.png,1300
./datasets/raw_data\Oriya\character05\1438_05.png,./datasets/raw_data\Oriya\character05\1438_06.png,1300
./datasets/raw_data\Oriya\character05\1438_06.png,./datasets/raw_data\Oriya\character05\1438_07.png,1300
./datasets/raw_data\Oriya\character05\1438_07.png,./datasets/raw_data\Oriya\character05\1438_08.png,1300
./datasets/raw_data\Oriya\character05\1438_08.png,./datasets/raw_data\Oriya\character05\1438_09.png,1300
./datasets/raw_data\Oriya\character05\1438_09.png,./datasets/raw_data\Oriya\character05\1438_10.png,1300
./datasets/raw_data\Oriya\character05\1438_10.png,./datasets/raw_data\Oriya\character05\1438_11.png,1300
./datasets/raw_data\Oriya\character06\1439_01.png,./datasets/raw_data\Oriya\character06\1439_02.png,1301
./datasets/raw_data\Oriya\character06\1439_02.png,./datasets/raw_data\Oriya\character06\1439_03.png,1301
./datasets/raw_data\Oriya\character06\1439_03.png,./datasets/raw_data\Oriya\character06\1439_04.png,1301
./datasets/raw_data\Oriya\character06\1439_04.png,./datasets/raw_data\Oriya\character06\1439_05.png,1301
./datasets/raw_data\Oriya\character06\1439_05.png,./datasets/raw_data\Oriya\character06\1439_06.png,1301
./datasets/raw_data\Oriya\character06\1439_06.png,./datasets/raw_data\Oriya\character06\1439_07.png,1301
./datasets/raw_data\Oriya\character06\1439_07.png,./datasets/raw_data\Oriya\character06\1439_08.png,1301
./datasets/raw_data\Oriya\character06\1439_08.png,./datasets/raw_data\Oriya\character06\1439_09.png,1301
./datasets/raw_data\Oriya\character06\1439_09.png,./datasets/raw_data\Oriya\character06\1439_10.png,1301
./datasets/raw_data\Oriya\character06\1439_10.png,./datasets/raw_data\Oriya\character06\1439_11.png,1301
./datasets/raw_data\Oriya\character07\1440_01.png,./datasets/raw_data\Oriya\character07\1440_02.png,1302
./datasets/raw_data\Oriya\character07\1440_02.png,./datasets/raw_data\Oriya\character07\1440_03.png,1302
./datasets/raw_data\Oriya\character07\1440_03.png,./datasets/raw_data\Oriya\character07\1440_04.png,1302
./datasets/raw_data\Oriya\character07\1440_04.png,./datasets/raw_data\Oriya\character07\1440_05.png,1302
./datasets/raw_data\Oriya\character07\1440_05.png,./datasets/raw_data\Oriya\character07\1440_06.png,1302
./datasets/raw_data\Oriya\character07\1440_06.png,./datasets/raw_data\Oriya\character07\1440_07.png,1302
./datasets/raw_data\Oriya\character07\1440_07.png,./datasets/raw_data\Oriya\character07\1440_08.png,1302
./datasets/raw_data\Oriya\character07\1440_08.png,./datasets/raw_data\Oriya\character07\1440_09.png,1302
./datasets/raw_data\Oriya\character07\1440_09.png,./datasets/raw_data\Oriya\character07\1440_10.png,1302
./datasets/raw_data\Oriya\character07\1440_10.png,./datasets/raw_data\Oriya\character07\1440_11.png,1302
./datasets/raw_data\Oriya\character08\1441_01.png,./datasets/raw_data\Oriya\character08\1441_02.png,1303
./datasets/raw_data\Oriya\character08\1441_02.png,./datasets/raw_data\Oriya\character08\1441_03.png,1303
./datasets/raw_data\Oriya\character08\1441_03.png,./datasets/raw_data\Oriya\character08\1441_04.png,1303
./datasets/raw_data\Oriya\character08\1441_04.png,./datasets/raw_data\Oriya\character08\1441_05.png,1303
./datasets/raw_data\Oriya\character08\1441_05.png,./datasets/raw_data\Oriya\character08\1441_06.png,1303
./datasets/raw_data\Oriya\character08\1441_06.png,./datasets/raw_data\Oriya\character08\1441_07.png,1303
./datasets/raw_data\Oriya\character08\1441_07.png,./datasets/raw_data\Oriya\character08\1441_08.png,1303
./datasets/raw_data\Oriya\character08\1441_08.png,./datasets/raw_data\Oriya\character08\1441_09.png,1303
./datasets/raw_data\Oriya\character08\1441_09.png,./datasets/raw_data\Oriya\character08\1441_10.png,1303
./datasets/raw_data\Oriya\character08\1441_10.png,./datasets/raw_data\Oriya\character08\1441_11.png,1303
./datasets/raw_data\Oriya\character09\1442_01.png,./datasets/raw_data\Oriya\character09\1442_02.png,1304
./datasets/raw_data\Oriya\character09\1442_02.png,./datasets/raw_data\Oriya\character09\1442_03.png,1304
./datasets/raw_data\Oriya\character09\1442_03.png,./datasets/raw_data\Oriya\character09\1442_04.png,1304
./datasets/raw_data\Oriya\character09\1442_04.png,./datasets/raw_data\Oriya\character09\1442_05.png,1304
./datasets/raw_data\Oriya\character09\1442_05.png,./datasets/raw_data\Oriya\character09\1442_06.png,1304
./datasets/raw_data\Oriya\character09\1442_06.png,./datasets/raw_data\Oriya\character09\1442_07.png,1304
./datasets/raw_data\Oriya\character09\1442_07.png,./datasets/raw_data\Oriya\character09\1442_08.png,1304
./datasets/raw_data\Oriya\character09\1442_08.png,./datasets/raw_data\Oriya\character09\1442_09.png,1304
./datasets/raw_data\Oriya\character09\1442_09.png,./datasets/raw_data\Oriya\character09\1442_10.png,1304
./datasets/raw_data\Oriya\character09\1442_10.png,./datasets/raw_data\Oriya\character09\1442_11.png,1304
./datasets/raw_data\Oriya\character10\1443_01.png,./datasets/raw_data\Oriya\character10\1443_02.png,1305
./datasets/raw_data\Oriya\character10\1443_02.png,./datasets/raw_data\Oriya\character10\1443_03.png,1305
./datasets/raw_data\Oriya\character10\1443_03.png,./datasets/raw_data\Oriya\character10\1443_04.png,1305
./datasets/raw_data\Oriya\character10\1443_04.png,./datasets/raw_data\Oriya\character10\1443_05.png,1305
./datasets/raw_data\Oriya\character10\1443_05.png,./datasets/raw_data\Oriya\character10\1443_06.png,1305
./datasets/raw_data\Oriya\character10\1443_06.png,./datasets/raw_data\Oriya\character10\1443_07.png,1305
./datasets/raw_data\Oriya\character10\1443_07.png,./datasets/raw_data\Oriya\character10\1443_08.png,1305
./datasets/raw_data\Oriya\character10\1443_08.png,./datasets/raw_data\Oriya\character10\1443_09.png,1305
./datasets/raw_data\Oriya\character10\1443_09.png,./datasets/raw_data\Oriya\character10\1443_10.png,1305
./datasets/raw_data\Oriya\character10\1443_10.png,./datasets/raw_data\Oriya\character10\1443_11.png,1305
./datasets/raw_data\Oriya\character11\1444_01.png,./datasets/raw_data\Oriya\character11\1444_02.png,1306
./datasets/raw_data\Oriya\character11\1444_02.png,./datasets/raw_data\Oriya\character11\1444_03.png,1306
./datasets/raw_data\Oriya\character11\1444_03.png,./datasets/raw_data\Oriya\character11\1444_04.png,1306
./datasets/raw_data\Oriya\character11\1444_04.png,./datasets/raw_data\Oriya\character11\1444_05.png,1306
./datasets/raw_data\Oriya\character11\1444_05.png,./datasets/raw_data\Oriya\character11\1444_06.png,1306
./datasets/raw_data\Oriya\character11\1444_06.png,./datasets/raw_data\Oriya\character11\1444_07.png,1306
./datasets/raw_data\Oriya\character11\1444_07.png,./datasets/raw_data\Oriya\character11\1444_08.png,1306
./datasets/raw_data\Oriya\character11\1444_08.png,./datasets/raw_data\Oriya\character11\1444_09.png,1306
./datasets/raw_data\Oriya\character11\1444_09.png,./datasets/raw_data\Oriya\character11\1444_10.png,1306
./datasets/raw_data\Oriya\character11\1444_10.png,./datasets/raw_data\Oriya\character11\1444_11.png,1306
./datasets/raw_data\Oriya\character12\1445_01.png,./datasets/raw_data\Oriya\character12\1445_02.png,1307
./datasets/raw_data\Oriya\character12\1445_02.png,./datasets/raw_data\Oriya\character12\1445_03.png,1307
./datasets/raw_data\Oriya\character12\1445_03.png,./datasets/raw_data\Oriya\character12\1445_04.png,1307
./datasets/raw_data\Oriya\character12\1445_04.png,./datasets/raw_data\Oriya\character12\1445_05.png,1307
./datasets/raw_data\Oriya\character12\1445_05.png,./datasets/raw_data\Oriya\character12\1445_06.png,1307
./datasets/raw_data\Oriya\character12\1445_06.png,./datasets/raw_data\Oriya\character12\1445_07.png,1307
./datasets/raw_data\Oriya\character12\1445_07.png,./datasets/raw_data\Oriya\character12\1445_08.png,1307
./datasets/raw_data\Oriya\character12\1445_08.png,./datasets/raw_data\Oriya\character12\1445_09.png,1307
./datasets/raw_data\Oriya\character12\1445_09.png,./datasets/raw_data\Oriya\character12\1445_10.png,1307
./datasets/raw_data\Oriya\character12\1445_10.png,./datasets/raw_data\Oriya\character12\1445_11.png,1307
./datasets/raw_data\Oriya\character13\1446_01.png,./datasets/raw_data\Oriya\character13\1446_02.png,1308
./datasets/raw_data\Oriya\character13\1446_02.png,./datasets/raw_data\Oriya\character13\1446_03.png,1308
./datasets/raw_data\Oriya\character13\1446_03.png,./datasets/raw_data\Oriya\character13\1446_04.png,1308
./datasets/raw_data\Oriya\character13\1446_04.png,./datasets/raw_data\Oriya\character13\1446_05.png,1308
./datasets/raw_data\Oriya\character13\1446_05.png,./datasets/raw_data\Oriya\character13\1446_06.png,1308
./datasets/raw_data\Oriya\character13\1446_06.png,./datasets/raw_data\Oriya\character13\1446_07.png,1308
./datasets/raw_data\Oriya\character13\1446_07.png,./datasets/raw_data\Oriya\character13\1446_08.png,1308
./datasets/raw_data\Oriya\character13\1446_08.png,./datasets/raw_data\Oriya\character13\1446_09.png,1308
./datasets/raw_data\Oriya\character13\1446_09.png,./datasets/raw_data\Oriya\character13\1446_10.png,1308
./datasets/raw_data\Oriya\character13\1446_10.png,./datasets/raw_data\Oriya\character13\1446_11.png,1308
./datasets/raw_data\Oriya\character14\1447_01.png,./datasets/raw_data\Oriya\character14\1447_02.png,1309
./datasets/raw_data\Oriya\character14\1447_02.png,./datasets/raw_data\Oriya\character14\1447_03.png,1309
./datasets/raw_data\Oriya\character14\1447_03.png,./datasets/raw_data\Oriya\character14\1447_04.png,1309
./datasets/raw_data\Oriya\character14\1447_04.png,./datasets/raw_data\Oriya\character14\1447_05.png,1309
./datasets/raw_data\Oriya\character14\1447_05.png,./datasets/raw_data\Oriya\character14\1447_06.png,1309
./datasets/raw_data\Oriya\character14\1447_06.png,./datasets/raw_data\Oriya\character14\1447_07.png,1309
./datasets/raw_data\Oriya\character14\1447_07.png,./datasets/raw_data\Oriya\character14\1447_08.png,1309
./datasets/raw_data\Oriya\character14\1447_08.png,./datasets/raw_data\Oriya\character14\1447_09.png,1309
./datasets/raw_data\Oriya\character14\1447_09.png,./datasets/raw_data\Oriya\character14\1447_10.png,1309
./datasets/raw_data\Oriya\character14\1447_10.png,./datasets/raw_data\Oriya\character14\1447_11.png,1309
./datasets/raw_data\Oriya\character15\1448_01.png,./datasets/raw_data\Oriya\character15\1448_02.png,1310
./datasets/raw_data\Oriya\character15\1448_02.png,./datasets/raw_data\Oriya\character15\1448_03.png,1310
./datasets/raw_data\Oriya\character15\1448_03.png,./datasets/raw_data\Oriya\character15\1448_04.png,1310
./datasets/raw_data\Oriya\character15\1448_04.png,./datasets/raw_data\Oriya\character15\1448_05.png,1310
./datasets/raw_data\Oriya\character15\1448_05.png,./datasets/raw_data\Oriya\character15\1448_06.png,1310
./datasets/raw_data\Oriya\character15\1448_06.png,./datasets/raw_data\Oriya\character15\1448_07.png,1310
./datasets/raw_data\Oriya\character15\1448_07.png,./datasets/raw_data\Oriya\character15\1448_08.png,1310
./datasets/raw_data\Oriya\character15\1448_08.png,./datasets/raw_data\Oriya\character15\1448_09.png,1310
./datasets/raw_data\Oriya\character15\1448_09.png,./datasets/raw_data\Oriya\character15\1448_10.png,1310
./datasets/raw_data\Oriya\character15\1448_10.png,./datasets/raw_data\Oriya\character15\1448_11.png,1310
./datasets/raw_data\Oriya\character16\1449_01.png,./datasets/raw_data\Oriya\character16\1449_02.png,1311
./datasets/raw_data\Oriya\character16\1449_02.png,./datasets/raw_data\Oriya\character16\1449_03.png,1311
./datasets/raw_data\Oriya\character16\1449_03.png,./datasets/raw_data\Oriya\character16\1449_04.png,1311
./datasets/raw_data\Oriya\character16\1449_04.png,./datasets/raw_data\Oriya\character16\1449_05.png,1311
./datasets/raw_data\Oriya\character16\1449_05.png,./datasets/raw_data\Oriya\character16\1449_06.png,1311
./datasets/raw_data\Oriya\character16\1449_06.png,./datasets/raw_data\Oriya\character16\1449_07.png,1311
./datasets/raw_data\Oriya\character16\1449_07.png,./datasets/raw_data\Oriya\character16\1449_08.png,1311
./datasets/raw_data\Oriya\character16\1449_08.png,./datasets/raw_data\Oriya\character16\1449_09.png,1311
./datasets/raw_data\Oriya\character16\1449_09.png,./datasets/raw_data\Oriya\character16\1449_10.png,1311
./datasets/raw_data\Oriya\character16\1449_10.png,./datasets/raw_data\Oriya\character16\1449_11.png,1311
./datasets/raw_data\Oriya\character17\1450_01.png,./datasets/raw_data\Oriya\character17\1450_02.png,1312
./datasets/raw_data\Oriya\character17\1450_02.png,./datasets/raw_data\Oriya\character17\1450_03.png,1312
./datasets/raw_data\Oriya\character17\1450_03.png,./datasets/raw_data\Oriya\character17\1450_04.png,1312
./datasets/raw_data\Oriya\character17\1450_04.png,./datasets/raw_data\Oriya\character17\1450_05.png,1312
./datasets/raw_data\Oriya\character17\1450_05.png,./datasets/raw_data\Oriya\character17\1450_06.png,1312
./datasets/raw_data\Oriya\character17\1450_06.png,./datasets/raw_data\Oriya\character17\1450_07.png,1312
./datasets/raw_data\Oriya\character17\1450_07.png,./datasets/raw_data\Oriya\character17\1450_08.png,1312
./datasets/raw_data\Oriya\character17\1450_08.png,./datasets/raw_data\Oriya\character17\1450_09.png,1312
./datasets/raw_data\Oriya\character17\1450_09.png,./datasets/raw_data\Oriya\character17\1450_10.png,1312
./datasets/raw_data\Oriya\character17\1450_10.png,./datasets/raw_data\Oriya\character17\1450_11.png,1312
./datasets/raw_data\Oriya\character18\1451_01.png,./datasets/raw_data\Oriya\character18\1451_02.png,1313
./datasets/raw_data\Oriya\character18\1451_02.png,./datasets/raw_data\Oriya\character18\1451_03.png,1313
./datasets/raw_data\Oriya\character18\1451_03.png,./datasets/raw_data\Oriya\character18\1451_04.png,1313
./datasets/raw_data\Oriya\character18\1451_04.png,./datasets/raw_data\Oriya\character18\1451_05.png,1313
./datasets/raw_data\Oriya\character18\1451_05.png,./datasets/raw_data\Oriya\character18\1451_06.png,1313
./datasets/raw_data\Oriya\character18\1451_06.png,./datasets/raw_data\Oriya\character18\1451_07.png,1313
./datasets/raw_data\Oriya\character18\1451_07.png,./datasets/raw_data\Oriya\character18\1451_08.png,1313
./datasets/raw_data\Oriya\character18\1451_08.png,./datasets/raw_data\Oriya\character18\1451_09.png,1313
./datasets/raw_data\Oriya\character18\1451_09.png,./datasets/raw_data\Oriya\character18\1451_10.png,1313
./datasets/raw_data\Oriya\character18\1451_10.png,./datasets/raw_data\Oriya\character18\1451_11.png,1313
./datasets/raw_data\Oriya\character19\1452_01.png,./datasets/raw_data\Oriya\character19\1452_02.png,1314
